1	2	3	4	5
00:00:00	-12.25644690956216	-38.92980714287044	6	45	5	22	1000
01:00:00	-12.256613742922669	-38.925788546215436	6	45	5	22	1000
02:00:00	-12.25666507624313	-38.92435708531544	6	45	6	23	1000
03:00:00	-12.257011225373597	-38.9190504108684	6	45	6	24	1000
04:00:00	-12.25725540872017	-38.91751989926308	6	45	6	25	1000
05:00:00	-12.25739276175093	-38.91525536710132	7	46	7	26	3000
06:00:00	-12.2574843304048	-38.912381753205786	8	47	8	27	3000
07:00:00	-12.257606421885262	-38.90905523354749	8	48	9	28	12000
08:00:00	-12.257453807525854	-38.906900023628026	8	49	10	27	3000
09:00:00	-12.25765220617586	-38.904776048634936	7	50	8	26	5000
10:00:00	-12.258628935815057	-38.90376091352794	6	50	8	25	1000
11:00:00	-12.260429771602825	-38.903573503969724	6	50	10	24	1000
12:00:00	-12.262459512515871	-38.903620356084204	7	44	7	23	1000
13:00:00	-12.264122972684957	-38.90371406086331	7	45	8	22	1000
14:00:00	-12.26607638039811	-38.90376091325286	8	45	6	22	1000
15:00:00	-12.266579990976563	-38.90372967832649	8	45	6	22	1000
