1	2	3	4	5
00:00:00	-12.259695741743547	-38.963891067459066	8	55	0	22	1000
01:00:00	-12.259711467993204	-38.96371806498942	8	55	0	22	1000
02:00:00	-12.259723262679847	-38.96352762816237	8	55	0	22	1000
03:00:00	-12.25971802059762	-38.96343643303837	8	55	0	22	1000
04:00:00	-12.259737271965507	-38.96325530278822	8	55	0	23	1000
05:00:00	-12.25973989300678	-38.96303938497726	8	55	1	23	3000
06:00:00	-12.259783759304387	-38.96251380922347	9	57	2	24	4000
07:00:00	-12.259768033059029	-38.96220200244678	9.5	57	3	24	5000
08:00:00	-12.259762135716509	-38.96204777540966	10	57	5	25	5000
09:00:00	-12.259756893634435	-38.96164007964246	10	57	5	25	6000
10:00:00	-12.259779827742667	-38.96137990535622	10	57	6	26	7000
11:00:00	-12.259794243467034	-38.960908507127655	10	58	7	27	8000
12:00:00	-12.259852561616457	-38.96052092792787	11	60	10	28	12000
13:00:00	-12.25981848809341	-38.96013670149344	11	63	10	28	12000
14:00:00	-12.259880737797973	-38.95979002597894	11	62	10	28	12000
15:00:00	-12.259874807999406	-38.95938496066442	9	61	9	28	9000
16:00:00	-12.25989737135093	-38.95858635480198	9	60	8	27	8000
17:00:00	-12.25990720254294	-38.95760283633103	9	59	5	27	8000
18:00:00	-12.25993210241848	-38.95717234178251	10	65	2	26	6000
19:00:00	-12.259937344497436	-38.95667345091084	10	62	5	26	5000
20:00:00	-12.259955420549442	-38.95620192368263	9	60	5	25	3000
21:00:00	-12.259961654466082	-38.95582234916525	9	58	5	25	2000
22:00:00	-12.260005291878418	-38.955611828844695	8	57	5	24	1000
23:00:00	-12.259989707089119	-38.95509190744695	8	55	5	22	1000
23:05:00	-12.261410735960803	-38.951027950263395	7.8	55	5	22	1000
23:10:00	-12.262036866785344	-38.949987895956504	7.8	55	5	22	1000
23:15:00	-12.262499658178106	-38.94927285862052	7	55	5	22	1000
23:20:00	-12.26061320911686	-38.9517291278698	7	55	5	21	1000
23:25:00	-12.263597650192741	-38.948047080330255	7	55	5	21	1000
23:30:00	-12.264532300948543	-38.946802729641654	7	55	5	21	1000
23:35:00	-12.264804528700768	-38.94620841289486	7	55	6	21	1000
23:40:00	-12.26528546370917	-38.94539122736802	7	55	5	21	1000
23:45:00	-12.266873450503207	-38.943227542602266	7	55	5	21	1000
23:50:00	-12.26777193725036	-38.942114245188336	7	55	5	21	1000
23:52:00	-12.269016714763284	-38.940341334899365	7	55	5	21	1000
23:55:00	-12.270647847562481	-38.938102087756015	7	55	5	21	1000
23:59:00	-12.27113823726047	-38.93707046447879	7	55	5	21	1000
