1	2	3	4	5
00:00:00	-12.25047260498142	-38.93978623712775	2	30	5	22	5000
02:00:00	-12.248574694891033	-38.939012421041916	2	30	5	22	5000
04:00:00	-12.246602633229214	-38.939103458228495	2	30	6	23	5000
06:00:00	-12.245001249010148	-38.939755891398896	2	30	6	24	5000
08:00:00	-12.243918826383242	-38.939786237128786	4	30	7	24	5000
10:00:00	-12.243681582477869	-38.9369792572096	4	30	5	25	5000
12:00:00	-12.243903998645408	-38.93669097278547	4	30	6	27	5000
14:00:00	-12.245179181055883	-38.936387515496904	4	30	8	27	5000
16:00:00	-12.24639504692015	-38.93711581298946	2	30	5	22	5000
18:00:00	-12.247284701321531	-38.93737375168473	2	30	8	22	5000
20:00:00	-12.248663659717556	-38.93740409741359	2	30	7	25	5000
22:00:00	-12.249731235499	-38.93764686326928	2	30	7	25	5000
23:05:00	-12.25045777763384	-38.93764686326928	2	30	7	27	5000
23:15:00	-12.251095353777655	-38.938193086388694	2	30	8	25	5000
23:25:00	-12.250813634276174	-38.938860692423525	2	30	8	25	5000
23:35:00	-12.251036044433928	-38.9396041627805	2	30	8	22	5000
